time,demand,year,month
2019-2-23,36,2019,FEB
2019-2-24,3,2019,FEB
2019-2-25,3,2019,FEB
2019-2-26,36,2019,FEB
2019-2-27,30,2019,FEB
2019-2-28,12,2019,FEB
2019-3-1,18,2019,MAR
2019-3-2,9,2019,MAR
2019-3-3,15,2019,MAR
2019-3-4,12,2019,MAR
2019-3-5,27,2019,MAR
2019-3-6,30,2019,MAR
2019-3-7,15,2019,MAR
2019-3-8,6,2019,MAR
2019-3-9,9,2019,MAR
2019-3-10,6,2019,MAR
2019-3-11,18,2019,MAR
2019-3-12,12,2019,MAR
2019-3-13,21,2019,MAR
2019-3-14,27,2019,MAR
2019-3-15,18,2019,MAR
2019-3-16,18,2019,MAR
2019-3-17,15,2019,MAR
2019-3-18,15,2019,MAR
2019-3-19,39,2019,MAR
2019-3-20,45,2019,MAR
2019-3-21,18,2019,MAR
2019-3-22,3,2019,MAR
2019-3-23,15,2019,MAR
2019-3-24,6,2019,MAR
2019-3-25,24,2019,MAR
2019-3-26,24,2019,MAR
2019-3-27,24,2019,MAR
2019-3-28,27,2019,MAR
2019-3-29,15,2019,MAR
2019-3-30,9,2019,MAR
2019-3-31,27,2019,MAR
2019-4-1,42,2019,ABR
2019-4-2,12,2019,ABR
2019-4-3,18,2019,ABR
2019-4-4,15,2019,ABR
2019-4-5,12,2019,ABR
2019-4-6,18,2019,ABR
2019-4-7,6,2019,ABR
2019-4-8,15,2019,ABR
2019-4-9,21,2019,ABR
2019-4-10,24,2019,ABR
2019-4-11,27,2019,ABR
2019-4-12,3,2019,ABR
2019-4-13,6,2019,ABR
2019-4-14,6,2019,ABR
2019-4-15,15,2019,ABR
2019-4-16,36,2019,ABR
2019-4-17,3,2019,ABR
2019-4-18,21,2019,ABR
2019-4-19,3,2019,ABR
2019-4-20,15,2019,ABR
2019-4-21,3,2019,ABR
2019-4-22,15,2019,ABR
2019-4-23,27,2019,ABR
2019-4-24,6,2019,ABR
2019-4-25,9,2019,ABR
2019-4-26,3,2019,ABR
2019-4-27,9,2019,ABR
2019-4-28,3,2019,ABR
2019-4-29,30,2019,ABR
2019-4-30,15,2019,ABR
2019-5-1,33,2019,MAY
2019-5-2,6,2019,MAY
2019-5-3,24,2019,MAY
2019-5-4,6,2019,MAY
2019-5-5,9,2019,MAY
2019-5-6,24,2019,MAY
2019-5-7,15,2019,MAY
2019-5-8,21,2019,MAY
2019-5-9,6,2019,MAY
2019-5-10,9,2019,MAY
2019-5-11,3,2019,MAY
2019-5-12,6,2019,MAY
2019-5-13,9,2019,MAY
2019-5-14,33,2019,MAY
2019-5-15,18,2019,MAY
2019-5-16,51,2019,MAY
2019-5-17,6,2019,MAY
2019-5-18,3,2019,MAY
2019-5-19,3,2019,MAY
2019-5-20,15,2019,MAY
2019-5-21,27,2019,MAY
2019-5-22,3,2019,MAY
2019-5-23,18,2019,MAY
2019-5-24,9,2019,MAY
2019-5-25,3,2019,MAY
2019-5-26,6,2019,MAY
2019-5-27,24,2019,MAY
2019-5-28,9,2019,MAY
2019-5-29,12,2019,MAY
2019-5-30,18,2019,MAY
2019-5-31,6,2019,MAY
